id,argument1,argument2,topic,score
2700,"Of course it is possible that each system in this series of back-ups might fail one after the other , but the probability for that is exceedingly small .",He wants Congress to pay for testing new designs for nuclear plants and tells us that “ nuclear energy 's importance in reducing emissions is beyond dispute . ”,Nuclear energy,0.3928571429
2701,"When the utilities default on these loans , taxpayers will foot the bill .",Nuclear power plants create a lot of low-level radioactive waste as transmitted parts and supplies .,Nuclear energy,0.3035714286
2702,"However when you look at the extensive list of pros you mentioned I think like you probably , wow why has n’t this process been studied and restudied over and over since the early 60 ’s .",Open the castors and die of radiation ?,Nuclear energy,0.25
2703,"It ’s difficult , if not impossible , for the U.S. to impose its will on the state of Nevada ( or other places ) if they do n’t want to host long-term storage of waste .",Wind and solar are currently wholly dependent on natural gas and perpetuate the very fossil fuel energy sources that they are intended to replace .,Nuclear energy,0.3571428571
2704,With a lot of hard work * hopefully * we will land somewhere between a catastrophe and loss of most of the web of life as we know it .,Their fuel becomes very radiation hard ( strong Gamma emitter ) such that a major accident or spill would be extremely hazardous to clean .,Nuclear energy,0.4464285714
2705,"“ There are no operating “ next generation ” reactors , such as high-temperature breeder reactors ” False , the Germans build one , that never went into operation , because the criminal environmentalists prevented it , but the chinese have build a licenced copy in Beijing .","However , serious safety problems continue to arise because the NRC does not adequately enforce those standards .",Nuclear energy,0.5178571429
2706,"Meanwhile , with demand for power soaring in emerging markets , China and India are aggressively experimenting with thorium , an element that is more fertile and abundant than uranium , and less hazardous .",Nuclear power is ready ; let ’s not get caught short .,Nuclear energy,0.4642857143
2707,Modern reactors are being built overseas in many countries .,"Thus some scientists can work on weapons of mass destruction because the political decisions regarding these weapons are made at a distance , in an apparently legitimate forum .",Nuclear energy,0.2857142857
2708,"Compared to 2010 , the nuclear industry produced 11 % less electricity in 2012 .","The plaintiffs in these cases could have alleged [ 460 U.S. 766 , 777 ] that the risk of crime ( or their dislike of the occupants of the facility ) would cause severe psychological health damage .",Nuclear energy,0.2857142857
2709,"And even if the US builds 1/4 of the renewables needed to achieve his dream , the rebates , taxes your local taxes , the cost of electricity is going to bankrupt the USA .","Major anti-uranium rallies and marches were held each year in most large cities , especially in the peak years of the uranium debate , 1976-1979 and again since 1983 .",Nuclear energy,0.4464285714
2710,"Moreover , the cancer rate in the Chernobyl region is well below that of Australia , which is to say that radiation is , at worst , a very weak carcinogen .","But in the 31 years since the partial meltdown at Three Mile Island , there have n't been any emergencies in the United States that remotely approached the severity of that incidentâ € ” though there have been some close calls .",Nuclear energy,0.6071428571
